,file_path,target,embedding
3759,albums\country\c98f8240-97c9-3014-a3f4-31c77e513e28.png,country,[0. 0. 0. ... 0. 0. 0.]
3760,albums\country\c9e315b8-98ba-4112-adde-315e4ada6ad3.png,country,[0. 0. 0. ... 0. 0. 0.]
3761,albums\country\c9e52ce6-963f-4891-94aa-8c3e19224d4e.png,country,[0. 0. 0. ... 0. 0. 0.]
3762,albums\country\c9f91972-2636-4ac7-a047-327cad7b07b4.png,country,[ 0.        0.        0.       ...  0.        0.       25.418222]
3763,albums\country\c9ff0b8d-ecca-48cc-a33b-b9e5497da0c2.png,country,[ 0.         0.        18.003645  ... 22.400734   0.         7.5087476]
3764,albums\country\ca1e3bf5-cc3a-433c-972f-0bff815a628f.png,country,[0. 0. 0. ... 0. 0. 0.]
3765,albums\country\ca3fc917-deaf-4a15-9cbc-dbf37f9f5e9b.png,country,[0.       0.       0.       ... 0.       6.424635 9.985352]
3766,albums\country\ca4a6127-110f-4f18-80c9-a2506da51252.png,country,[0.        0.        0.        ... 0.        3.6252692 0.       ]
3767,albums\country\ca680058-4488-4a89-bbad-16aadf8d0c9e.png,country,[ 0.        0.        0.       ... 48.661633  0.        0.      ]
3768,albums\country\caa92b66-8cb0-40a9-96ae-a3f440f2960d.png,country,[0.        0.        0.        ... 0.        0.        3.9352458]
3769,albums\country\cae3b160-3af3-4807-89a6-d29f1a2b42a5.png,country,[0.        0.        2.6130726 ... 0.        0.        0.       ]
3770,albums\country\caef4165-95e3-43fb-a6c1-f8919bf7c67d.png,country,[ 0.         0.         0.        ... 12.592346   4.3098164  0.       ]
3771,albums\country\cb1abe36-b715-4b62-8629-e7d8d99d92e6.png,country,[0. 0. 0. ... 0. 0. 0.]
3772,albums\country\cb2b6d9d-c800-4fc5-8999-3e61d723a79c.png,country,[0. 0. 0. ... 0. 0. 0.]
3773,albums\country\cb3421cb-953a-4c44-bb00-98d46a76907e.png,country,[0.        0.        0.        ... 0.        1.2403831 0.       ]
3774,albums\country\cba05f38-6f1a-4beb-8891-f357c8a50f50.png,country,[0. 0. 0. ... 0. 0. 0.]
3775,albums\country\cba78720-7679-440e-af37-feb9a910c03d.png,country,[0. 0. 0. ... 0. 0. 0.]
3776,albums\country\cbaf432c-f099-4c19-a054-4265e14276fe.png,country,[0. 0. 0. ... 0. 0. 0.]
3777,albums\country\cbcfd4cd-9edd-4efb-886e-4fc0cced9142.png,country,[ 0.        0.        0.       ...  0.        0.       50.456776]
3778,albums\country\cc05a9a7-ff6f-4682-9145-5a0d8818b1e2.png,country,[ 0.        0.        0.       ...  0.       10.538617  0.      ]
3779,albums\country\cc093c37-cfd0-4636-ae3c-6f9017d99405.png,country,[0. 0. 0. ... 0. 0. 0.]
3780,albums\country\cc3c00a5-d6fd-43d2-add9-f9eaffd1fda4.png,country,[0.        0.        0.        ... 0.        1.2242098 0.       ]
3781,albums\country\cc6b1fc5-b244-429a-b48f-2b71393fd341.png,country,[0. 0. 0. ... 0. 0. 0.]
3782,albums\country\cd1c939e-8496-473b-8fa8-e170bcc3dee4.png,country,[0.        0.        0.        ... 0.        1.7450242 0.       ]
3783,albums\country\cd41afa6-5690-48bc-bd9f-d24f65a24828.png,country,[0. 0. 0. ... 0. 0. 0.]
3784,albums\country\cd41f0f3-6bd8-4660-bbbf-a9252e854b31.png,country,[0. 0. 0. ... 0. 0. 0.]
3785,albums\country\cd6061c9-3e7e-4415-a250-58432077caa9.png,country,[ 0.         0.        14.5081415 ...  0.         0.         0.       ]
3786,albums\country\cd9bfa65-4148-4164-96e1-8a3955851807.png,country,[ 0.       0.       0.      ...  0.      49.48466  0.     ]
3787,albums\country\cda2bd15-6053-4db2-a720-e375fd728269.png,country,[0.        6.6565557 0.        ... 1.1744198 3.6932776 4.609786 ]
3788,albums\country\cda51c25-adb9-4781-b644-90333137138b.png,country,[0. 0. 0. ... 0. 0. 0.]
3789,albums\country\cdb53ca8-dd10-48bd-91c3-6215aba95be0.png,country,[0. 0. 0. ... 0. 0. 0.]
3790,albums\country\cddbde16-ef27-4626-b808-d6e9766ba706.png,country,[ 0.       0.       0.      ...  0.       0.      43.82327]
3791,albums\country\cdfcdf57-5992-44aa-9739-3593f64432da.png,country,[0.         0.         0.         ... 0.         0.23485914 0.        ]
3792,albums\country\ce2dc2fc-67bf-4353-8516-28b1659024d5.png,country,[0.        0.        0.        ... 0.        0.        2.0977955]
3793,albums\country\ce43376d-03b8-44d5-9d8e-752c513aaf9e.png,country,[0. 0. 0. ... 0. 0. 0.]
3794,albums\country\ce5b013a-c689-478f-a3bb-5e462ce2fe63.png,country,[0. 0. 0. ... 0. 0. 0.]
3795,albums\country\ce8949f7-4d59-4731-8665-bc0aaa8acbd9.png,country,[0.       0.       0.       ... 0.       4.323482 0.      ]
3796,albums\country\ce9df1bf-80a5-4e46-a5aa-a25db3b6b942.png,country,[0. 0. 0. ... 0. 0. 0.]
3797,albums\country\ce9f6da0-df63-4ff3-a309-f22df6bf6d1d.png,country,[0. 0. 0. ... 0. 0. 0.]
3798,albums\country\ced29bf2-3869-4606-804b-fb970da42a8c.png,country,[0. 0. 0. ... 0. 0. 0.]
3799,albums\country\cf098ced-8768-4a96-bc07-3445681892b7.png,country,[0.        0.        0.        ... 0.        3.1099849 0.       ]
3800,albums\country\cfa5882d-ef86-4283-9ba0-c0fd6d4f753e.png,country,[ 0.        0.        0.       ...  0.       14.878248  0.      ]
3801,albums\country\cfc7bc24-0b62-4340-ac26-742692a5df93.png,country,[0.        0.        0.        ... 0.        0.        4.4823203]
3802,albums\country\cfe2ab9d-3b95-4471-b997-ef92404c7b39.png,country,[0. 0. 0. ... 0. 0. 0.]
3803,albums\country\cfef4968-f46e-4cc4-8dd5-8dd49ccc1291.png,country,[0.        0.        0.        ... 0.        0.        3.6441283]
3804,albums\country\cff8ff57-f0b7-4be6-bb98-d034e0ec8a7b.png,country,[0.        0.        0.        ... 0.        2.6418889 0.       ]
3805,albums\country\d00398ec-4a7b-4153-b2f4-2986cbedfad7.png,country,[0. 0. 0. ... 0. 0. 0.]
3806,albums\country\d00afa6b-f03e-4ccf-b901-a4655569e1b9.png,country,[0.         0.         0.         ... 0.         0.79114854 0.        ]
3807,albums\country\d00b9ccc-1a45-43bc-80f4-81ad7ec3d85f.png,country,[0. 0. 0. ... 0. 0. 0.]
3808,albums\country\d03f7d25-3326-4936-b6df-7a3654b140e7.png,country,[0.       0.       0.       ... 0.       4.010797 0.      ]
3809,albums\country\d04bee26-7e28-411a-8845-0a3377460af0.png,country,[0. 0. 0. ... 0. 0. 0.]
3810,albums\country\d093ab86-b3fe-45f7-a65a-37d7b7feace3.png,country,[0. 0. 0. ... 0. 0. 0.]
3811,albums\country\d0e14727-8fdb-4033-91f1-bf58d1bb2cd3.png,country,[0. 0. 0. ... 0. 0. 0.]
3812,albums\country\d13e063b-b2a7-4a3d-9f4e-78653b8e939a.png,country,[ 0.        0.        0.       ...  0.       27.551601  0.      ]
3813,albums\country\d164d2d5-952e-4d78-8776-dae1112b7c40.png,country,[0. 0. 0. ... 0. 0. 0.]
3814,albums\country\d1921309-1c2f-4525-b370-35b255a7a937.png,country,[ 0.       0.       0.      ...  0.      32.12505  0.     ]
3815,albums\country\d1a59f4f-d72a-45ab-8d85-f67b01386cbc.png,country,[15.583139  0.        0.       ...  0.        0.        0.      ]
3816,albums\country\d1b7d92e-47fd-4b7c-a8a7-dab43668ceff.png,country,[0.        0.        0.        ... 0.        9.856601  1.9905273]
3817,albums\country\d1bd5b2f-5194-4699-829d-f85233dce530.png,country,[ 0.       0.       0.      ... 85.94718  0.       0.     ]
3818,albums\country\d1da76d9-7950-4fd4-b96b-b99e6992ac61.png,country,[0.         0.         0.         ... 0.         0.90823495 0.        ]
3819,albums\country\d230c2b8-56d4-46e8-affa-af25577c216c.png,country,[0. 0. 0. ... 0. 0. 0.]
3820,albums\country\d241acbf-c45d-407d-b38c-bdc2b216d3f5.png,country,[ 0.       0.       0.      ...  0.       0.      50.54367]
3821,albums\country\d24dc3d7-4d3a-4746-bd0a-65ed490a17c3.png,country,[0. 0. 0. ... 0. 0. 0.]
3822,albums\country\d24eb566-4168-433b-a1d1-c5e6a512ece6.png,country,[0. 0. 0. ... 0. 0. 0.]
3823,albums\country\d2658fda-efec-4b26-b07e-c9cec0887f37.png,country,[0. 0. 0. ... 0. 0. 0.]
3824,albums\country\d2d6421e-2fca-411e-aa37-90fbee76c950.png,country,[0.        0.        0.        ... 0.        3.3439898 0.       ]
3825,albums\country\d2ed54f1-4c5b-4ff7-882d-76ccc22d2067.png,country,[0. 0. 0. ... 0. 0. 0.]
3826,albums\country\d3184b84-358e-452a-8b7f-31ff4044bd23.png,country,[0. 0. 0. ... 0. 0. 0.]
3827,albums\country\d330d7c0-a7d6-45fa-925d-11fe5f8143fb.png,country,[0. 0. 0. ... 0. 0. 0.]
3828,albums\country\d33c2acd-1038-47d5-b71b-0e5dd42f5854.png,country,[ 3.9740307 24.478682   0.        ...  0.         0.         0.       ]
3829,albums\country\d33db14d-9fa4-4b9c-8a93-32639c9c4d35.png,country,[ 0.       26.820206  0.       ...  0.        4.907521  0.      ]
3830,albums\country\d39120ac-282c-427e-bd31-91b9b3398f35.png,country,[0. 0. 0. ... 0. 0. 0.]
3831,albums\country\d3a0a6e2-9e75-4c31-a298-32f960176fd9.png,country,[0. 0. 0. ... 0. 0. 0.]
3832,albums\country\d3c5bf24-c16d-4e64-a79b-09f0d629ee53.png,country,[0.       0.       0.       ... 9.389878 0.       0.      ]
3833,albums\country\d3cf20b6-0ca6-4446-b85b-5b1f209ed75d.png,country,[0. 0. 0. ... 0. 0. 0.]
3834,albums\country\d3ef5481-49d6-49d1-adee-4d6dd20af33d.png,country,[ 0.      21.94633  0.      ...  0.       0.       0.     ]
3835,albums\country\d4053228-32ba-4ce2-b574-67cbe217c677.png,country,[0. 0. 0. ... 0. 0. 0.]
3836,albums\country\d46adce7-14c4-4101-bb53-24f0bee8b5db.png,country,[0. 0. 0. ... 0. 0. 0.]
3837,albums\country\d47a7a50-8c4a-4b30-b041-caf69abc89d7.png,country,[0. 0. 0. ... 0. 0. 0.]
3838,albums\country\d4acbbf7-9958-47dc-a31d-a2ebc0b4c8b2.png,country,[0. 0. 0. ... 0. 0. 0.]
3839,albums\country\d4b9e3c9-9806-4748-80d2-1624dd6714da.png,country,[0. 0. 0. ... 0. 0. 0.]
3840,albums\country\d4ce0448-b383-48bb-b47b-3a5da88d9ccc.png,country,"[ 0.          0.          0.         ...  0.         33.614594
  0.11514264]"
3841,albums\country\d4ed094b-61d9-45cc-8bff-7e4eeceb1090.png,country,[0.        0.        0.        ... 0.        0.        6.6554046]
3842,albums\country\d4fbc74f-dff9-40d1-9628-52414907616d.png,country,[0.        0.        0.        ... 0.        0.        6.2472334]
3843,albums\country\d5401f45-42bc-490d-9539-59245e756fdf.png,country,[0. 0. 0. ... 0. 0. 0.]
3844,albums\country\d54656cb-c55a-4416-9c7a-a6364f308ac6.png,country,[ 0.       0.       0.      ...  0.      40.34998  0.     ]
3845,albums\country\d55df9d8-819f-41cd-884e-7517e3033f08.png,country,[ 0.        0.        0.       ...  0.       45.809128  0.      ]
3846,albums\country\d574a1b7-00a6-4b50-9de7-3a13e2a29107.png,country,[0. 0. 0. ... 0. 0. 0.]
3847,albums\country\d5812b49-f164-4450-ad2e-b0c6580ea7eb.png,country,[0.       2.454284 0.       ... 0.       0.       0.      ]
3848,albums\country\d58fa555-026d-40b3-bf43-2a00e1ba75a0.png,country,[ 0.       0.       0.      ...  0.      11.48587  0.     ]
3849,albums\country\d5b351f9-9855-48b0-aeee-4048024d79f8.png,country,[ 0.        0.        0.       ...  0.       16.375639  6.548234]
3850,albums\country\d5ef3afc-32b0-4d6d-87d5-9488b575a524.png,country,[0. 0. 0. ... 0. 0. 0.]
3851,albums\country\d60b147a-031f-4cb0-ad33-7541e29d837e.png,country,[0. 0. 0. ... 0. 0. 0.]
3852,albums\country\d62e264b-adff-4cc0-a6e6-cd313519fd79.png,country,[0. 0. 0. ... 0. 0. 0.]
3853,albums\country\d6314e3d-ec9c-45da-913f-57cd1b93f113.png,country,[0. 0. 0. ... 0. 0. 0.]
3854,albums\country\d65493ed-9fae-3381-b57d-8e50596c72cd.png,country,[ 0.         0.         0.        ...  0.        12.968431   1.1308337]
3855,albums\country\d6792245-9004-4e1f-8447-bce9c46cb355.png,country,[0. 0. 0. ... 0. 0. 0.]
3856,albums\country\d6825407-c76a-4002-920d-ea023985872d.png,country,[0.       0.       0.       ... 0.       0.       0.673725]
3857,albums\country\d6885be8-9143-4c3a-a4f3-391a7da0554c.png,country,[0.       0.       0.       ... 0.       9.167638 0.      ]
3858,albums\country\d69e5a40-5b9f-4abe-9e32-9344613c70fc.png,country,[ 0.       0.       0.      ...  0.      22.03011  0.     ]
3859,albums\country\d6e312f1-f893-4199-b8dd-591759970151.png,country,[ 0.        0.        0.       ...  0.        0.       30.370739]
3860,albums\country\d6ffb174-120b-4c37-92e6-bc37ba3d9311.png,country,[0.        0.        0.        ... 0.        0.        2.1730323]
3861,albums\country\d727b7de-bc03-41a3-82eb-0ec306238543.png,country,[0. 0. 0. ... 0. 0. 0.]
3862,albums\country\d72e9971-e5f8-469c-8880-0225b24c4047.png,country,[0. 0. 0. ... 0. 0. 0.]
3863,albums\country\d7423454-8eae-4d51-b634-9dece0a52cd8.png,country,[0. 0. 0. ... 0. 0. 0.]
3864,albums\country\d7618b0b-5eea-4434-b1ff-72bbe93a4c86.png,country,[ 0.        0.        0.       ...  0.       11.196154  0.      ]
3865,albums\country\d7aae96e-dfb5-4928-ae29-5fc204965705.png,country,[0. 0. 0. ... 0. 0. 0.]
3866,albums\country\d7e74ff8-f0ae-433d-9388-b528b219d863.png,country,[0. 0. 0. ... 0. 0. 0.]
3867,albums\country\d833fa17-1d78-430e-a24b-d3766d497278.png,country,[0. 0. 0. ... 0. 0. 0.]
3868,albums\country\d83be7ae-7179-4901-b4f4-0eff5bfc6782.png,country,[0.      9.94131 0.      ... 0.      0.      0.     ]
3869,albums\country\d86b9b20-36de-4251-ad9a-4dc0964b0a1f.png,country,[0.        0.        0.        ... 0.        1.4980097 0.       ]
3870,albums\country\d8a42ec0-1e91-40d2-aef0-fd6f47c6de2d.png,country,[0. 0. 0. ... 0. 0. 0.]
3871,albums\country\d8e0f92e-30c4-4e1e-a2a7-0d3697787b08.png,country,[0. 0. 0. ... 0. 0. 0.]
3872,albums\country\d934cbbf-b4b4-4549-9518-fced537f9742.png,country,[0. 0. 0. ... 0. 0. 0.]
3873,albums\country\d951e527-bc78-41f3-90df-f907ae97be64.png,country,[0.       0.       0.       ... 0.       4.006086 0.      ]
3874,albums\country\d9cd2d88-00c6-4a5d-9843-1182f66d838d.png,country,[0.        0.        0.        ... 0.        6.6801457 0.       ]
3875,albums\country\d9e69594-45bc-4395-b548-d72120a50465.png,country,[0.        0.        0.        ... 0.        7.8747077 0.       ]
3876,albums\country\da0126b9-2029-45fe-be10-292aec09c3cd.png,country,[0.       0.       4.774976 ... 0.       7.794531 0.      ]
3877,albums\country\da05c65a-0569-4133-bc5a-f48c254fd930.png,country,[0. 0. 0. ... 0. 0. 0.]
3878,albums\country\da0c9de0-7014-463a-af2c-653828ba07c4.png,country,[0. 0. 0. ... 0. 0. 0.]
3879,albums\country\da166e80-36cf-4a49-a74d-bd25803fe595.png,country,[ 0.        0.        0.       ... 13.932157  0.        0.      ]
3880,albums\country\da2880d5-810f-36a5-8aa7-ca5895c048a4.png,country,[0. 0. 0. ... 0. 0. 0.]
3881,albums\country\da47c15d-a3b0-4446-838e-e28d13099fd1.png,country,[0.        0.        0.        ... 0.        2.6934793 0.       ]
3882,albums\country\da48964c-1826-4145-8192-3074073c38fa.png,country,[ 0.       0.       0.      ...  0.      17.50287  0.     ]
3883,albums\country\da812b93-729a-4208-a37f-dd71d284586d.png,country,[0. 0. 0. ... 0. 0. 0.]
3884,albums\country\da854bdc-d92f-4629-b53f-067f8ce9d069.png,country,[0.       0.       0.       ... 0.       4.860837 0.      ]
3885,albums\country\da88daeb-2291-4aa7-8ab8-7f05a39ec4de.png,country,[ 0.        0.        0.       ...  0.       11.217626  0.      ]
3886,albums\country\dac56a24-1351-49dd-a68f-e2c2c039a0b2.png,country,[0. 0. 0. ... 0. 0. 0.]
3887,albums\country\dae615f3-36d1-4613-9064-a4578af8ba2d.png,country,[0.        0.        0.        ... 0.        7.1443605 3.3911238]
3888,albums\country\db1cc0f0-3332-478f-9138-1a700ec9cd82.png,country,[ 0.      0.      0.     ...  0.     37.2298  0.    ]
3889,albums\country\db73a130-3e93-497a-9623-c9e004bdf5ca.png,country,[0. 0. 0. ... 0. 0. 0.]
3890,albums\country\db7da1b0-bb9e-4deb-853d-9e6c8a5166ff.png,country,[0.        0.        0.        ... 0.        0.        7.7598615]
3891,albums\country\db971f60-9a20-4e86-b71a-b6ec30a5517b.png,country,[0. 0. 0. ... 0. 0. 0.]
3892,albums\country\db9b5903-8596-4678-9449-3eb4f6c51584.png,country,[0. 0. 0. ... 0. 0. 0.]
3893,albums\country\dbb61acc-da2f-412f-8dc7-04df3df144b5.png,country,[0. 0. 0. ... 0. 0. 0.]
3894,albums\country\dbf71192-ea2e-4ae5-92b7-84da57abb0d2.png,country,[0. 0. 0. ... 0. 0. 0.]
3895,albums\country\dc20ab32-ff95-3621-bdaf-92b90e826ee1.png,country,[0.        0.        0.        ... 0.        4.0333986 0.       ]
3896,albums\country\dc2c6111-5c44-41f9-ae79-d5894437b430.png,country,[0. 0. 0. ... 0. 0. 0.]
3897,albums\country\dc420bed-faa5-44e5-98b6-aa3479644a1c.png,country,[0. 0. 0. ... 0. 0. 0.]
3898,albums\country\dc7e44ef-0168-4451-bae6-afedbfa746d0.png,country,[ 0.       7.84355 19.17654 ...  0.       0.       0.     ]
3899,albums\country\dcc3534f-4704-444b-93b5-319313f61bc4.png,country,[ 0.        0.        0.       ...  8.494177  0.       15.786227]
3900,albums\country\dcd35051-1c54-4e64-903f-5c4c5ffd1cdd.png,country,[0. 0. 0. ... 0. 0. 0.]
3901,albums\country\dcf0cfad-6bed-3891-8326-f651dfbee9c4.png,country,[0.       0.       0.       ... 0.       5.170322 0.      ]
3902,albums\country\dd03e9be-8719-470a-89b9-abbc5b8b3be8.png,country,[ 0.       0.       0.      ...  0.      12.64545  0.     ]
3903,albums\country\dd15c21f-5d61-4f22-bee6-598008c713c5.png,country,[0.        0.        0.        ... 3.0270548 4.4595704 0.       ]
3904,albums\country\dd16184a-8119-42ac-8995-c4627997376c.png,country,[0. 0. 0. ... 0. 0. 0.]
3905,albums\country\dd27946b-bb71-4cf6-9a04-24cf686fb156.png,country,[0. 0. 0. ... 0. 0. 0.]
3906,albums\country\dd34ab0a-ede7-4c45-a372-b0bab14d19d0.png,country,[ 0.        0.        0.       ...  4.061941  0.       16.430208]
3907,albums\country\dd49c6d4-be3a-3510-ad80-f2ea974138a8.png,country,[0.        0.        0.        ... 0.        2.2852194 0.       ]
3908,albums\country\dd55b949-208d-42ae-b217-b46d1d6c4adf.png,country,[0.        0.        0.        ... 0.        4.4809895 0.       ]
3909,albums\country\dd7bddf5-07e1-4a79-8b15-13d3133333fe.png,country,[0. 0. 0. ... 0. 0. 0.]
3910,albums\country\dd8e8f28-3425-4ad3-8d2a-035598211dde.png,country,[0.        0.        0.        ... 0.        2.2133563 0.       ]
3911,albums\country\ddbc6ff0-0f7a-4fc0-a75d-487221b2de92.png,country,[0.       0.       0.       ... 0.       3.409663 0.      ]
3912,albums\country\ddd5a2a7-61bd-4ef8-aa24-dc23442d9572.png,country,[0. 0. 0. ... 0. 0. 0.]
3913,albums\country\ddf3f54d-45c4-41fc-84d5-cdb816ab8796.png,country,[0. 0. 0. ... 0. 0. 0.]
3914,albums\country\de1fbef7-d6cb-4e87-bb8d-5fb084b8b58b.png,country,[0. 0. 0. ... 0. 0. 0.]
3915,albums\country\de59d3ca-a9b4-4552-9dd3-b5da13998cd6.png,country,[0.       0.       0.       ... 0.       8.908721 0.      ]
3916,albums\country\de81bb33-f4ec-4535-8ab9-1edd61334778.png,country,[0. 0. 0. ... 0. 0. 0.]
3917,albums\country\deb01f48-4423-4358-8d1f-60d3fb6b41ba.png,country,[0. 0. 0. ... 0. 0. 0.]
3918,albums\country\deb1c161-509e-4e7e-b435-ff57f45f7342.png,country,[0. 0. 0. ... 0. 0. 0.]
3919,albums\country\decbf5c6-cafe-4040-8441-336989531d2d.png,country,[ 0.        0.       15.396945 ...  0.        4.80813   0.      ]
3920,albums\country\df250b85-c230-472c-a32d-4cbefc2d9929.png,country,[27.019026  0.       21.518978 ...  0.        0.        0.      ]
3921,albums\country\df799db3-1b2e-4977-9c37-a0f21aa4ad21.png,country,[0. 0. 0. ... 0. 0. 0.]
3922,albums\country\df9a440d-c7cd-3711-a7d9-c2cab5e28027.png,country,[0. 0. 0. ... 0. 0. 0.]
3923,albums\country\dfaf46c6-d2b5-4a67-9113-705b982fb4d9.png,country,[0. 0. 0. ... 0. 0. 0.]
3924,albums\country\dfe0c1be-9101-4fef-9979-3e45ff93f27a.png,country,[5.8852005 0.        0.        ... 0.        0.        0.       ]
3925,albums\country\dff1ac29-9f0c-4a8c-911d-2a19582744f5.png,country,[0.         0.         0.         ... 0.         0.26503617 2.2398834 ]
3926,albums\country\e027cc44-b7d9-4e9d-9fe4-79a1e76d2701.png,country,[ 0.        0.        0.       ...  0.       22.439999  0.      ]
3927,albums\country\e0615e65-8df9-4fd9-bac8-a238b0b7281e.png,country,[0.        0.        0.        ... 3.2927134 0.        0.       ]
3928,albums\country\e083f7dd-88f1-43c7-85fd-c4fb847c3a61.png,country,[0. 0. 0. ... 0. 0. 0.]
3929,albums\country\e0b8ea86-2462-454e-950c-e9428882aa2a.png,country,[0.        0.        0.        ... 0.        0.        1.1664087]
3930,albums\country\e0e04152-7839-4ca3-b82e-241c1457999d.png,country,[0. 0. 0. ... 0. 0. 0.]
3931,albums\country\e1475e84-0ace-4964-bcfa-19bc313e6a78.png,country,[0. 0. 0. ... 0. 0. 0.]
3932,albums\country\e14857d6-7004-4c04-a080-ef0f7e06ebd9.png,country,[ 0.       21.116894  0.       ...  0.        0.        0.      ]
3933,albums\country\e1511811-085a-4665-99dc-d097d68129d9.png,country,[ 0.        0.        0.       ...  0.       29.594887  0.      ]
3934,albums\country\e16c04ac-9e16-46e7-8dbf-916f4d1cb27e.png,country,[ 0.        0.        0.       ... 28.847841  0.        0.      ]
3935,albums\country\e170a8f9-50f0-48a0-b4b1-aef30ec92c12.png,country,[ 0.       0.       0.      ...  0.      43.88148  0.     ]
3936,albums\country\e18211ea-0308-4d8b-aa02-0b830440fcdf.png,country,[0.        0.        0.        ... 0.        4.7455134 0.       ]
3937,albums\country\e19ca39d-9398-4683-b0ea-ddff1970a2b1.png,country,[0. 0. 0. ... 0. 0. 0.]
3938,albums\country\e1de7fa3-8836-4286-a26e-39ccc3ec9370.png,country,[ 0.         0.         0.        ...  0.         3.3045583 10.665063 ]
3939,albums\country\e21ea336-cc21-408a-98c8-44e1b843578d.png,country,[0.        0.        0.        ... 0.        2.4668887 0.       ]
3940,albums\country\e2e871ef-b07f-4ae7-aef0-9d4b13e789b6.png,country,[0. 0. 0. ... 0. 0. 0.]
3941,albums\country\e2f7e99c-9580-4b3e-99a0-0a8a9b0399de.png,country,[0. 0. 0. ... 0. 0. 0.]
3942,albums\country\e2fd712c-b50e-4efc-90c8-710dc6bbfeb5.png,country,[0. 0. 0. ... 0. 0. 0.]
3943,albums\country\e348db4e-7b07-4220-ae38-01096bd0abd8.png,country,[0.       0.       0.       ... 0.       6.394134 0.      ]
3944,albums\country\e428c96d-26e5-4458-a85b-ad4c45e18445.png,country,[0.         0.         0.         ... 0.         0.14776614 0.        ]
3945,albums\country\e4691f3e-58a6-4ab0-b6d1-aa446874d52d.png,country,[0.        0.        0.        ... 0.        2.1388319 0.       ]
3946,albums\country\e46c764e-0bd4-4a51-8817-6cb3c6380b3a.png,country,[2.5115416 0.        0.        ... 0.        0.        0.       ]
3947,albums\country\e47a4d33-e65d-4e8f-815e-29e0c2ddb63c.png,country,[0. 0. 0. ... 0. 0. 0.]
3948,albums\country\e4976717-e126-4a4b-ae1d-e0752abe3ace.png,country,[ 0.      65.15677  0.      ...  0.       0.       0.     ]
3949,albums\country\e4d7e461-4e0c-4a16-9714-4c369653eee9.png,country,[0.        0.        0.        ... 0.        0.        3.5442374]
3950,albums\country\e52596cc-dcd4-4aba-99b1-f600f13cb0c2.png,country,[0.        0.        0.        ... 9.684097  6.7041035 0.       ]
3951,albums\country\e5309ae9-3db4-4aca-8a03-c2eb8fce6847.png,country,[0. 0. 0. ... 0. 0. 0.]
3952,albums\country\e58ea39b-43e7-46b6-be14-afaf22e4200d.png,country,[ 0.        0.        0.       ...  0.       43.850605  0.      ]
3953,albums\country\e5905b41-6fab-4d8d-8c59-033146fb1141.png,country,[0. 0. 0. ... 0. 0. 0.]
3954,albums\country\e5d63035-095c-40d7-806c-5874f7bbe7b1.png,country,[0. 0. 0. ... 0. 0. 0.]
3955,albums\country\e5f59422-f7cf-414b-8dec-91455c93199b.png,country,[0. 0. 0. ... 0. 0. 0.]
3956,albums\country\e5f75bb0-6174-4302-a5bf-0380aadcd47f.png,country,[0. 0. 0. ... 0. 0. 0.]
3957,albums\country\e60287dc-06ca-4fc9-b519-8cf90f8fb98a.png,country,[0. 0. 0. ... 0. 0. 0.]
3958,albums\country\e6667f03-3e0b-4c43-a3fd-fba17fb3d1ba.png,country,[0. 0. 0. ... 0. 0. 0.]
3959,albums\country\e6693a1a-2dad-481e-87cd-b867aafdfbaa.png,country,[ 0.        0.        0.       ...  0.       17.610426  0.      ]
3960,albums\country\e6897fb1-1985-49c9-b460-49b61b576cef.png,country,[0. 0. 0. ... 0. 0. 0.]
3961,albums\country\e6b26ffe-39a5-4f17-aa01-cf52308477a6.png,country,[0. 0. 0. ... 0. 0. 0.]
3962,albums\country\e6de7d90-6967-43a8-992f-444f8bee4158.png,country,[0. 0. 0. ... 0. 0. 0.]
3963,albums\country\e6e5374e-300a-4a5c-9bc2-c4696b728bbb.png,country,[0. 0. 0. ... 0. 0. 0.]
3964,albums\country\e70430e2-830f-41c7-a399-1857c2cb7355.png,country,[0.        0.        0.        ... 0.        7.8298635 0.       ]
3965,albums\country\e706cbea-d4b6-44cc-bba0-cd3a69ec4295.png,country,[0. 0. 0. ... 0. 0. 0.]
3966,albums\country\e70c8c87-ccec-47dc-9116-c1a3da77fe3c.png,country,[0. 0. 0. ... 0. 0. 0.]
3967,albums\country\e765a382-0426-465c-9c95-5805d735c5b9.png,country,[0.       0.       0.       ... 0.       0.       7.446257]
3968,albums\country\e7d9933d-19fb-49f9-be82-1a57d96b04ab.png,country,[0. 0. 0. ... 0. 0. 0.]
3969,albums\country\e87a312c-f203-4700-bcdf-934a9a8ea86e.png,country,[ 0.        0.        0.       ...  0.       12.307129  0.      ]
3970,albums\country\e8815a28-50c3-47bb-be54-9fc97249d4a4.png,country,[0. 0. 0. ... 0. 0. 0.]
3971,albums\country\e8ae16ee-97fb-4aa3-b0dd-4318c3e85ca7.png,country,[3.4823215 0.        0.        ... 0.        0.        0.       ]
3972,albums\country\e8c6726f-8d5f-413d-8569-90539728695a.png,country,[0.         0.         0.         ... 0.         0.         0.07227807]
3973,albums\country\e9882e4b-7ac0-431c-adfa-0bd1ba25bafa.png,country,[0. 0. 0. ... 0. 0. 0.]
3974,albums\country\ea17e211-6bb4-4123-a9a8-522421b185b9.png,country,[0. 0. 0. ... 0. 0. 0.]
3975,albums\country\ea3e7031-c489-413d-bace-be342efa1b0a.png,country,[0. 0. 0. ... 0. 0. 0.]
